epoch,acc,loss,val_acc,val_loss
0,0.16002430021762848,1.9436976909637451,0.25138649344444275,1.9393750429153442
1,0.2123022973537445,1.9333882331848145,0.36699178814888,1.9148211479187012
2,0.2873685359954834,1.819208025932312,0.5032510757446289,1.4999399185180664
3,0.47622424364089966,1.3585302829742432,0.6522279381752014,1.0025112628936768
4,0.6229975819587708,1.0169576406478882,0.736947774887085,0.7453510761260986
5,0.6907715797424316,0.8460322618484497,0.7718492746353149,0.6454697847366333
6,0.7216454744338989,0.7636712193489075,0.7851405739784241,0.5978567600250244
7,0.7419186234474182,0.7060074210166931,0.7955632209777832,0.5753527879714966
8,0.7513039708137512,0.6756981611251831,0.8021610379219055,0.5428746342658997
9,0.7602167129516602,0.6525728702545166,0.8048384189605713,0.5357352495193481
10,0.7691295146942139,0.6291395425796509,0.8138267397880554,0.5102100372314453
11,0.7769449949264526,0.6097232699394226,0.8190858960151672,0.4952985644340515
12,0.7807261943817139,0.5942619442939758,0.824727475643158,0.485500693321228
13,0.7862966656684875,0.5834636688232422,0.824440598487854,0.47463229298591614
14,0.7919515371322632,0.5667849183082581,0.8279785513877869,0.46945440769195557
15,0.7957664728164673,0.5566075444221497,0.8294128775596619,0.4597068428993225
16,0.7982478141784668,0.5487766861915588,0.8351501226425171,0.45198482275009155
17,0.8027379512786865,0.5351980328559875,0.8399311304092407,0.44296279549598694
18,0.8055232167243958,0.5332379341125488,0.8369669318199158,0.4411417543888092
19,0.809861421585083,0.5221913456916809,0.8406004905700684,0.4343201816082001
20,0.8121570944786072,0.512357234954834,0.8385924696922302,0.4351687431335449
21,0.8138957619667053,0.5056382417678833,0.8451902866363525,0.4253097176551819
22,0.8162590265274048,0.5009266138076782,0.8467202186584473,0.4212164878845215
23,0.8181664943695068,0.4949624836444855,0.8491107225418091,0.4149446189403534
24,0.822538435459137,0.48761698603630066,0.8478676676750183,0.41451939940452576
25,0.8235681653022766,0.4807189404964447,0.8520749807357788,0.4045633375644684
26,0.8278050422668457,0.47276410460472107,0.8509275317192078,0.4050891101360321
27,0.8289529085159302,0.4678604006767273,0.8541786074638367,0.4005550146102905
