epoch,acc,loss,val_acc,val_loss
0,0.13589754700660706,2.0764992237091064,0.16541165113449097,2.0732362270355225
1,0.1558689922094345,2.0713508129119873,0.20130522549152374,2.0653390884399414
2,0.17415179312229156,2.06188702583313,0.22347724437713623,2.0494279861450195
3,0.19362016022205353,2.041066884994507,0.25761377811431885,2.0119943618774414
4,0.22964754700660706,1.9984768629074097,0.3662148714065552,1.939338207244873
5,0.28792503476142883,1.9172593355178833,0.4359939694404602,1.7769397497177124
6,0.3419448435306549,1.7672914266586304,0.4855254292488098,1.5509899854660034
7,0.4078628122806549,1.5999798774719238,0.5578145980834961,1.363276481628418
8,0.4863799214363098,1.4336434602737427,0.6302710771560669,1.1787612438201904
9,0.5507423877716064,1.2878992557525635,0.6777945160865784,1.03542160987854
10,0.5958030223846436,1.1751552820205688,0.7105923891067505,0.9323919415473938
11,0.6284419894218445,1.0886309146881104,0.7347724437713623,0.8611767888069153
12,0.6536569595336914,1.0209808349609375,0.7522590160369873,0.8076770901679993
13,0.6720044612884521,0.9685603976249695,0.7639725804328918,0.7668207883834839
14,0.687196671962738,0.9237485527992249,0.7717536687850952,0.730989396572113
15,0.7003654837608337,0.8842387199401855,0.7786144614219666,0.7021534442901611
16,0.7102698087692261,0.8518370389938354,0.7858099341392517,0.6756607890129089
17,0.7182283997535706,0.8226386904716492,0.790411651134491,0.6519324779510498
18,0.7264201045036316,0.7966275215148926,0.7958500385284424,0.6329864263534546
19,0.7327233552932739,0.7751379609107971,0.8007028102874756,0.6144101023674011
20,0.7384809851646423,0.7534875869750977,0.8031291961669922,0.5983443856239319
21,0.7433564066886902,0.7355812191963196,0.8061412572860718,0.584589958190918
22,0.748292863368988,0.7200770378112793,0.8096553087234497,0.5711137652397156
23,0.7526522278785706,0.7060917615890503,0.8138386607170105,0.5596495270729065
24,0.7569950222969055,0.6916452050209045,0.8164324164390564,0.5494053363800049
25,0.760374128818512,0.6800225973129272,0.8196117877960205,0.5391870141029358
26,0.7642933130264282,0.6694146990776062,0.8202811479568481,0.5322439074516296
27,0.7678555846214294,0.6586311459541321,0.8251338601112366,0.5232401490211487
28,0.7708259224891663,0.6491421461105347,0.824966549873352,0.5158560276031494
29,0.7732210755348206,0.6415356993675232,0.827309250831604,0.5084941983222961
30,0.7766464948654175,0.6320203542709351,0.8293172717094421,0.5032790303230286
31,0.7793227434158325,0.6240676641464233,0.8309906125068665,0.4980476498603821
32,0.7818381786346436,0.6166893243789673,0.8334169983863831,0.49020659923553467
33,0.7833547592163086,0.6107586026191711,0.8335843086242676,0.48630237579345703
34,0.7863454818725586,0.6021997928619385,0.8353413939476013,0.480548620223999
35,0.7880582213401794,0.5976784229278564,0.8360106945037842,0.47628307342529297
36,0.7904367446899414,0.5915287733078003,0.8378514051437378,0.47145500779151917
37,0.7915334701538086,0.5873385667800903,0.8391900658607483,0.4676354229450226
38,0.7948885560035706,0.5803282260894775,0.83868807554245,0.4629603922367096
39,0.7957578897476196,0.5769414901733398,0.8411981463432312,0.45987948775291443
40,0.7983232140541077,0.5704991221427917,0.8437081575393677,0.45580559968948364
41,0.7997307181358337,0.5654148459434509,0.8452141880989075,0.4512575566768646
42,0.8015469908714294,0.5602044463157654,0.84446120262146,0.4477696716785431
43,0.8028287291526794,0.5560389757156372,0.8439591526985168,0.4461752474308014
